@relation NO_TEXT_SentimentAnalysis_Emotion_MiscellaneousFeatures_train

@attribute class {bot,human}
@attribute score_tag {P,NONE,N,NEU,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {SUBJECTIVE,OBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute joy numeric
@attribute surprise numeric
@attribute fear numeric
@attribute sadness numeric
@attribute anger numeric
@attribute urlsCount numeric
@attribute mentionsCount numeric
@attribute isRetweet numeric
@attribute wordsCount numeric
@attribute hashtagsCount numeric
@attribute upperCaseLettersCount numeric
@attribute lowerCaseLettersCount numeric
@attribute upperCaseWordsCount numeric
@attribute nonAlphabeticalCharactersCount numeric
@attribute averageWordLength numeric
@attribute isFamousQuote {False,True}

@data
bot,P+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.322248,0.256983,0.183988,0.129155,0.107626,0,3,0,6,0,5,41,0,12,6.75,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.565455,0.224857,0.087383,0.073589,0.048716,0,0,0,17,2,4,78,1,21,5.117647,False
bot,N,AGREEMENT,OBJECTIVE,90,IRONIC,0.518773,0.241741,0.101613,0.100906,0.036967,0,0,0,9,0,2,41,0,10,5,True
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.590786,0.243885,0.133868,0.018265,0.013196,0,0,0,17,0,4,63,1,19,4.117647,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.353909,0.194162,0.180521,0.140309,0.131099,0,1,0,2,0,3,14,0,2,3,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.309011,0.286445,0.231758,0.141195,0.031591,0,0,0,17,0,13,48,2,16,3.588235,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.322785,0.209312,0.171302,0.152595,0.144006,0,1,0,3,0,13,8,1,3,4,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.249614,0.229976,0.215999,0.171796,0.132615,0,1,0,4,1,2,19,0,13,6,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.361307,0.354307,0.177904,0.057193,0.049289,0,0,0,5,0,48,0,5,4,9.6,False
bot,NEU,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.579505,0.149511,0.116993,0.086899,0.067091,0,0,0,28,0,5,98,5,30,3.785714,False
bot,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.472886,0.256368,0.14983,0.089232,0.031683,0,1,0,17,0,8,77,0,21,4.9375,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.432712,0.320859,0.197282,0.038353,0.010794,0,1,0,17,0,16,78,0,23,5.8125,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.457119,0.30867,0.175435,0.050977,0.007798,1,0,0,11,1,14,54,0,19,7,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.292236,0.265578,0.222518,0.121041,0.098627,0,0,0,13,0,3,60,0,14,5,True
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.469192,0.17982,0.134005,0.133128,0.083855,0,1,0,19,0,5,68,0,22,3.666667,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.457736,0.22684,0.207922,0.060716,0.046786,0,0,0,8,0,0,35,0,7,4.375,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.266352,0.210046,0.196987,0.168163,0.158452,0,0,0,1,0,0,0,0,15,15,False
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.426275,0.304535,0.174616,0.050958,0.043616,0,0,0,29,0,3,99,1,31,3.62069,False
bot,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.317418,0.224024,0.179289,0.175428,0.103841,0,0,0,8,0,2,20,2,7,2.75,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.404014,0.265563,0.173127,0.080904,0.076393,0,0,0,15,0,2,50,1,23,4.066667,False
bot,N+,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.507659,0.354091,0.118801,0.014778,0.004671,0,0,0,21,0,2,85,1,20,4.142857,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.283709,0.245327,0.216651,0.154104,0.10021,0,1,0,13,0,6,55,0,18,4.5,True
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.809282,0.092583,0.048689,0.030926,0.018521,0,0,0,16,0,61,0,16,15,3.8125,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.463506,0.206344,0.157385,0.136211,0.036554,0,0,0,11,0,1,28,0,12,2.818182,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.53209,0.148964,0.146413,0.088253,0.084279,0,0,0,10,0,3,37,1,9,4,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.353985,0.243425,0.165717,0.133691,0.103181,0,1,0,3,0,0,22,0,4,6.5,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.711522,0.096389,0.07629,0.062193,0.053606,0,1,0,2,0,3,13,0,4,3,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.325528,0.24945,0.156703,0.153557,0.114761,0,0,0,14,0,3,48,1,15,3.785714,True
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.541323,0.333252,0.059431,0.057888,0.008106,0,0,0,22,0,3,94,0,23,4.5,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.434609,0.299437,0.19838,0.058575,0.008999,0,0,0,15,0,3,47,0,16,3.466667,True
bot,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.626832,0.13167,0.110667,0.097819,0.033012,0,0,0,23,0,1,85,0,25,3.869565,False
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.585438,0.178707,0.100275,0.071249,0.064331,0,0,0,12,0,2,33,0,12,3,False
bot,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.930047,0.05484,0.011797,0.00228,0.001037,0,0,0,21,0,1,87,0,22,4.285714,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.398466,0.265828,0.146564,0.097503,0.091639,0,1,0,2,0,2,10,0,4,5,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.282531,0.21716,0.192946,0.164956,0.142407,0,1,0,2,0,3,13,0,2,2,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.481353,0.356907,0.088678,0.063328,0.009735,1,1,0,7,0,39,12,6,14,7.833333,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.527491,0.23627,0.113128,0.091752,0.031358,0,1,0,17,0,3,60,0,22,3.625,True
bot,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.601335,0.245743,0.102621,0.034861,0.015441,0,1,0,19,0,13,56,1,21,3.388889,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.902232,0.050319,0.039664,0.005077,0.002708,0,0,0,10,0,2,35,0,15,4.3,False
bot,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.350745,0.287466,0.219168,0.103166,0.039455,0,0,0,21,0,3,91,0,23,4.619048,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.312615,0.277958,0.275816,0.091007,0.042603,0,0,0,17,0,3,63,1,20,4.117647,False
bot,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.88796,0.047173,0.031852,0.026454,0.00656,0,0,0,14,0,1,44,0,15,3.357143,False
bot,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.288317,0.280187,0.22863,0.116217,0.086648,0,0,0,3,0,3,7,1,2,3.333333,False
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.267917,0.227886,0.219059,0.205449,0.079688,0,1,0,16,0,4,76,0,19,4.6,True
bot,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.410388,0.318195,0.112389,0.101876,0.057153,0,2,1,19,0,8,73,2,24,3.529412,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.759004,0.088545,0.087038,0.043366,0.022047,0,0,0,9,0,1,24,1,9,2.888889,False
bot,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.376051,0.365916,0.157696,0.055851,0.044486,0,0,0,23,0,4,96,0,25,4.478261,True
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.464106,0.260776,0.158245,0.06104,0.055833,0,0,0,10,1,3,48,0,12,5.4,False
bot,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.367391,0.222857,0.197158,0.195602,0.016991,0,0,0,20,0,4,111,0,22,5.9,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.353909,0.194162,0.180521,0.140309,0.131099,0,1,0,2,0,3,14,0,2,3,False
bot,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.406382,0.250258,0.157619,0.132899,0.052841,0,0,0,13,0,3,62,0,14,5.153846,True
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.636969,0.165889,0.097455,0.06607,0.033618,0,0,0,16,0,2,52,1,15,3.375,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.298054,0.195347,0.182301,0.170082,0.154217,0,1,0,2,0,0,14,0,3,4,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.286609,0.220862,0.171332,0.167333,0.153864,0,1,0,2,0,0,17,0,3,6,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.727092,0.112985,0.069146,0.056743,0.034034,0,1,0,2,0,0,19,0,3,6,False
bot,NEU,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.64017,0.227589,0.063294,0.057738,0.011209,0,1,0,21,0,8,69,2,24,3.75,True
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.298054,0.195347,0.182301,0.170082,0.154217,0,1,0,2,0,1,9,0,4,4,False
bot,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.433146,0.260661,0.208869,0.058492,0.038832,0,0,0,9,0,0,27,0,10,3.222222,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.358231,0.231042,0.175121,0.150235,0.085372,0,0,0,13,0,4,50,0,15,4.384615,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.511753,0.31325,0.063027,0.060065,0.051905,0,0,0,20,0,1,64,0,21,3.35,False
bot,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.34706,0.258682,0.211777,0.174214,0.008266,0,0,0,20,0,5,100,1,23,5.45,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.357988,0.275614,0.205606,0.119191,0.041601,0,0,0,11,0,6,31,2,11,3.454545,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.366757,0.254962,0.214017,0.09359,0.070675,0,0,0,8,0,1,36,0,8,4.75,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.336531,0.234109,0.213767,0.150349,0.065245,0,1,0,4,0,0,26,0,4,4.666667,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.271397,0.254036,0.239691,0.216148,0.018728,0,0,0,7,0,1,18,1,6,2.714286,False
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.389045,0.34983,0.17433,0.047589,0.039206,0,0,0,12,0,1,38,1,16,3.666667,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.372321,0.2658,0.151501,0.111016,0.099362,0,1,0,2,0,2,14,0,2,7,False
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.409672,0.231154,0.194185,0.11051,0.05448,0,1,1,20,0,6,79,2,22,4,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.456569,0.225063,0.178614,0.119015,0.020739,0,0,0,6,0,1,22,0,5,3.833333,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.287118,0.228564,0.198062,0.146602,0.139654,0,1,0,3,0,0,18,0,3,3.5,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.31299,0.261501,0.257219,0.091963,0.076327,0,0,0,12,1,6,41,1,12,4,False
bot,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.600883,0.193288,0.167861,0.023545,0.014423,0,0,0,17,0,0,52,0,16,3.058824,False
bot,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.647336,0.170839,0.123586,0.039295,0.018945,0,0,0,12,0,1,52,0,12,4.5,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.27325,0.266216,0.178399,0.143917,0.138218,0,1,0,2,0,0,13,0,3,2,False
bot,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.927581,0.03773,0.030415,0.002606,0.001667,0,0,0,17,0,52,20,11,18,4.352941,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.444139,0.283886,0.111558,0.087616,0.072802,0,1,0,2,0,3,15,0,3,5,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.510076,0.184241,0.175531,0.08889,0.041261,0,0,0,8,0,0,23,0,7,2.875,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.636597,0.199369,0.074645,0.045734,0.043653,0,0,0,12,1,2,76,0,13,6.666667,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.348616,0.199256,0.192961,0.132196,0.126972,0,1,0,18,0,7,68,1,22,4.117647,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.616595,0.14908,0.144817,0.060373,0.029136,0,0,0,7,0,0,19,0,12,3.571429,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.411706,0.334316,0.153782,0.058419,0.041777,0,1,0,22,0,3,84,0,24,3.952381,True
bot,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.534532,0.193959,0.12126,0.093123,0.057125,0,0,0,9,0,1,23,1,8,2.666667,False
bot,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.534526,0.186891,0.162041,0.060446,0.056095,0,1,0,12,0,6,54,0,14,5,True
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.31976,0.273698,0.213282,0.173417,0.019843,0,0,0,19,0,3,78,0,20,4.368421,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.353909,0.194162,0.180521,0.140309,0.131099,0,1,0,2,0,2,10,0,4,3,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.460367,0.164425,0.135593,0.122006,0.117609,0,1,1,7,0,6,23,2,11,3.5,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.426442,0.39511,0.089581,0.081021,0.007846,1,1,0,12,0,43,27,9,23,6.833333,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.505844,0.264984,0.109914,0.086416,0.032842,0,1,0,11,0,3,59,0,13,5,True
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.508035,0.196342,0.134498,0.124435,0.03669,0,0,0,10,0,3,37,1,9,4,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.662928,0.232527,0.041432,0.032752,0.030361,0,0,0,11,0,1,44,0,10,4.090909,False
bot,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.916983,0.051303,0.027398,0.003473,0.000842,0,0,0,16,0,2,60,2,15,3.875,False
bot,N+,AGREEMENT,SUBJECTIVE,96,NONIRONIC,0.279212,0.242766,0.227039,0.224218,0.026765,0,1,0,22,0,3,86,0,24,4,True
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.315212,0.267354,0.196908,0.122688,0.097837,0,0,0,14,0,3,68,0,16,5.285714,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.464377,0.337348,0.165036,0.031297,0.001942,1,0,0,7,0,7,30,0,17,6.857143,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.362454,0.188211,0.177267,0.155995,0.116073,0,1,0,2,0,2,15,0,7,7,False
bot,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.507199,0.310585,0.13423,0.024718,0.023268,1,0,0,19,2,9,92,1,28,5.842105,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.266507,0.254166,0.197582,0.187524,0.09422,0,0,0,1,0,2,5,0,1,8,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.508984,0.229317,0.127028,0.082548,0.052122,0,1,0,11,0,5,39,0,17,3.6,True
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.406243,0.173418,0.160486,0.133994,0.125858,0,1,0,3,0,2,10,0,3,2.5,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.32609,0.204434,0.196491,0.142715,0.13027,0,1,0,2,0,7,5,1,3,5,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.67125,0.231343,0.053867,0.031722,0.011817,0,0,0,9,0,0,48,0,8,5.333333,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.97124,0.0153,0.010125,0.002137,0.001198,0,0,0,19,0,2,81,0,23,4.631579,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.408242,0.307701,0.153556,0.077379,0.053122,0,1,0,15,0,4,66,0,18,4.5,True
bot,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.454592,0.236645,0.18177,0.068651,0.058342,0,1,0,12,0,5,51,0,15,4.090909,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.480627,0.300771,0.14409,0.070033,0.004479,1,1,0,6,0,24,19,2,19,8.4,False
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.445354,0.290986,0.158873,0.072015,0.032772,0,1,0,13,0,3,57,0,17,4.25,True
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.250123,0.206492,0.202009,0.17312,0.168256,0,1,0,16,0,4,76,0,19,4.533333,True
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.395447,0.218683,0.1421,0.137947,0.105824,0,1,0,2,0,8,9,0,4,4,False
bot,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.405535,0.163435,0.155701,0.149269,0.12606,0,1,0,2,0,4,9,0,2,3,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.335044,0.222836,0.218441,0.139719,0.083959,0,0,0,1,0,0,6,0,2,8,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.375548,0.281021,0.168336,0.107055,0.06804,0,1,0,8,1,6,29,1,10,4.142857,False
bot,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.472886,0.256368,0.14983,0.089232,0.031683,0,1,0,17,0,6,77,0,21,4.9375,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.392525,0.178431,0.165826,0.150222,0.112995,0,1,0,11,0,4,63,0,13,5.5,True
bot,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.405535,0.163435,0.155701,0.149269,0.12606,0,1,0,2,0,2,15,0,2,3,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.419407,0.215504,0.185836,0.089708,0.089545,0,1,0,2,0,2,14,0,6,7,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.359029,0.261538,0.213852,0.117354,0.048227,0,1,0,12,0,3,48,0,14,3.909091,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.376528,0.24361,0.152467,0.115234,0.112161,0,1,0,8,1,10,33,1,9,4.142857,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.441411,0.295118,0.125069,0.071209,0.067193,0,0,0,4,0,0,20,0,8,6.25,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.655844,0.113271,0.098989,0.094403,0.037493,0,0,0,7,0,2,17,1,7,2.857143,False
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.418,0.37257,0.082273,0.064361,0.062795,0,0,0,13,0,4,48,1,12,4,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.517053,0.362311,0.069964,0.034911,0.01576,1,1,1,7,0,8,48,1,16,8.833333,False
bot,N+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.534891,0.166158,0.158094,0.096128,0.044729,0,0,0,24,0,3,75,1,27,3.416667,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4019,0.389544,0.152861,0.039471,0.016225,0,0,0,28,0,1,104,0,30,3.857143,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.37933,0.209689,0.166845,0.12553,0.118606,0,1,0,2,0,0,16,0,2,4,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.473018,0.247359,0.205781,0.059042,0.014801,0,1,0,4,0,13,13,1,5,4.666667,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.414669,0.199741,0.199198,0.108376,0.078016,0,0,0,10,0,4,49,0,11,5.5,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.340634,0.230536,0.17309,0.164227,0.091513,0,2,0,3,0,4,13,0,14,7,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.390322,0.28498,0.225546,0.062927,0.036226,0,0,0,27,0,4,99,2,29,3.925926,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.418722,0.389542,0.073458,0.070799,0.047479,0,0,0,8,0,1,25,0,7,3.25,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.493995,0.227598,0.103688,0.096073,0.078646,1,1,0,15,0,22,58,2,33,6.285714,False
bot,N,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.386813,0.215976,0.145953,0.128563,0.122695,0,0,0,25,0,4,92,1,27,3.96,True
bot,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.245856,0.222755,0.209761,0.168926,0.152702,0,0,0,1,0,1,2,0,1,4,False
bot,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.366141,0.30029,0.18428,0.118404,0.030886,0,1,0,18,0,8,72,0,22,4.352941,False
bot,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.434627,0.210228,0.199129,0.114742,0.041273,0,0,0,8,0,1,32,0,8,4.25,False
bot,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.567982,0.308147,0.065122,0.036779,0.02197,0,0,0,18,1,5,69,0,19,4.222222,False
bot,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.317528,0.244086,0.22173,0.179206,0.037451,0,1,0,15,0,6,68,2,18,4.785714,True
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.345664,0.249995,0.175264,0.160835,0.068242,0,1,0,23,0,4,99,1,26,4.227273,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.321042,0.238013,0.187707,0.139442,0.113795,0,1,0,2,0,0,12,0,3,3,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.661279,0.156521,0.144864,0.020593,0.016742,0,0,0,4,0,2,24,0,6,7.25,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.447995,0.307796,0.153047,0.05166,0.039502,0,0,0,20,0,3,67,0,22,3.65,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.555588,0.161084,0.136186,0.08449,0.062652,0,0,0,6,0,0,20,0,6,3.5,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.47248,0.265374,0.178207,0.073736,0.010202,0,0,0,11,0,2,47,0,12,4.636364,True
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.531383,0.22201,0.19015,0.042553,0.013904,0,0,0,17,0,4,40,3,19,2.764706,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.815959,0.124479,0.044435,0.008944,0.006182,0,0,0,6,0,1,17,0,8,3.5,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.336167,0.320977,0.140594,0.110556,0.091706,0,1,0,2,0,3,14,0,3,7,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.517462,0.260816,0.141172,0.060715,0.019835,0,0,0,8,0,30,0,8,8,3.875,False
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.546813,0.2859,0.077614,0.053827,0.035846,0,1,0,24,0,6,105,0,26,4.347826,True
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.867347,0.111603,0.014603,0.003574,0.002873,0,0,0,22,0,10,88,1,28,4.772727,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.298054,0.195347,0.182301,0.170082,0.154217,0,1,0,2,0,2,15,0,2,4,False
bot,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.219592,0.20671,0.197359,0.190957,0.185381,0,0,0,1,0,1,3,0,0,4,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.471929,0.229427,0.227677,0.042199,0.028768,0,0,0,14,0,1,50,0,16,3.857143,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3747,0.29827,0.14885,0.105619,0.072561,0,0,0,12,0,3,46,0,14,4.333333,True
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.608298,0.128762,0.122047,0.088404,0.052489,0,1,0,14,0,4,89,0,16,6.538462,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.353909,0.194162,0.180521,0.140309,0.131099,0,1,0,2,0,1,12,0,2,3,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.45639,0.215562,0.146537,0.111019,0.070492,0,0,0,13,2,4,47,2,14,4.076923,False
bot,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.377314,0.226601,0.183095,0.156818,0.056172,0,0,0,7,0,2,21,1,6,3.285714,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.323149,0.315272,0.189928,0.11548,0.056172,0,1,0,2,0,2,12,0,6,7,False
bot,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.263412,0.219227,0.211651,0.198782,0.106927,0,1,0,23,0,7,98,0,27,4.318182,True
bot,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.387956,0.379898,0.138317,0.056234,0.037595,0,1,0,24,0,7,104,0,27,4.478261,True
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.342164,0.273084,0.195838,0.1267,0.062213,0,0,0,12,0,4,48,0,13,4.5,True
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.51866,0.193914,0.130487,0.109526,0.047413,0,0,0,24,0,3,97,0,25,4.25,True
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.563982,0.196366,0.12391,0.065499,0.050243,1,0,0,17,1,16,72,1,28,5.882353,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.49119,0.261465,0.120278,0.067311,0.059756,0,0,0,4,0,1,24,0,3,6.25,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.42123,0.274791,0.21024,0.062018,0.031721,0,0,0,1,0,0,0,0,31,31,False
bot,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.475292,0.341756,0.067641,0.064432,0.05088,0,0,0,3,0,0,12,0,2,4,False
