text,isBot,score_tag,agreement,subjectivity,confidence,irony,joy,surprise,fear,sadness,anger,urlsCount,mentionsCount,isRetweet,wordsCount
Been making a ton of new music and it's a lot better than some of my older stuff. I'll post some soon.,1,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.48480790853500366,0.21480293571949005,0.13098764419555664,0.10688500106334686,0.06251649558544159,0,0,0,22
If you really love her you won't hurt her.,1,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.48152482509613037,0.33165881037712097,0.10484655201435089,0.05534994229674339,0.026619860902428627,0,0,0,9
you're nothing but an a hole who is sooo desperate to get it in. Thought you would have a little more respect but I guess nahhh,1,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.6847900152206421,0.18279699981212616,0.09407612681388855,0.022609828040003777,0.015727099031209946,0,0,0,26
You will not do incredible things without an incredible dream. - John Eliot,1,N,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.3849791884422302,0.277828574180603,0.1383756697177887,0.11361324787139893,0.08520328253507614,0,0,0,13
Great achievement is usually born of great sacrifice and is never the result of selfishness. - Napoleon Hill,1,P+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.4645313024520874,0.2626778483390808,0.10932937264442444,0.08885351568460464,0.0746079608798027,0,0,0,18
Invisible by hunter Hayes is my Fav song atm,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.33874404430389404,0.31899577379226685,0.12472638487815857,0.11317777633666992,0.10435599088668823,0,0,0,9
Kindness in words creates confidence. Kindness in thinking creates profoundness. Kindness in giving creates love. - Lao Tzu,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5762507915496826,0.22889815270900726,0.08490873873233795,0.06022334098815918,0.04971900209784508,0,0,0,18
My favorite punk song from middle school has a screamo part that screams the word window,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5781676769256592,0.289214164018631,0.05504812300205231,0.04724747687578201,0.03032257780432701,0,0,0,16
The world has the habit of making room for the man whose words and actions show that he knows where he is going. - Napoleon Hill,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.30435195565223694,0.25096291303634644,0.20460036396980286,0.182421013712883,0.05766371637582779,0,0,0,26
Guess the mystery man I say @MotivatedSnitch http://t.co/FeLyGMBDLj,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.580742597579956,0.24091744422912598,0.10544440150260925,0.04141046479344368,0.03148511424660683,1,1,0,8
You must not know bout meee ' I could have another you in a minute.,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3246796131134033,0.29911327362060547,0.18952059745788574,0.13832394778728485,0.04836251959204674,0,0,0,15
#myxmusicawards FAVORITE INTERNATIONAL VIDEO Best Song Ever,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.586579442024231,0.33767545223236084,0.032343924045562744,0.02687653712928295,0.016524668782949448,0,0,0,7
If we're gonna argue might as well bring Jesus into it lol :) ????,1,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.5011454820632935,0.28921446204185486,0.14151699841022491,0.03733377158641815,0.03078925982117653,0,0,0,14
lol k.,1,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.25345420837402344,0.224465012550354,0.2047533094882965,0.18904069066047668,0.12828677892684937,0,0,0,2
@LaReneex hey,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3539087772369385,0.19416190683841705,0.1805209219455719,0.14030900597572327,0.1310993731021881,0,1,0,2
@bellpickle amazing,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3723205327987671,0.2658001184463501,0.15150144696235657,0.11101559549570084,0.09936228394508362,0,1,0,2
@TeamDemiNo1 Write it on your heart that every day is the best day in the year. - Ralph Waldo Emerson,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6193790435791016,0.14376436173915863,0.09688092768192291,0.08391307294368744,0.05606259033083916,0,1,0,20
@ojihi_followme Things turn out best for the people who make the best out of the way things turn out. - Titus Livius,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.29813405871391296,0.22218364477157593,0.20074667036533356,0.17332756519317627,0.10560807585716248,0,1,0,22
@Valid_ThaRapper you're awesome,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6089770793914795,0.251264750957489,0.054050035774707794,0.04593535512685776,0.03977280482649803,0,1,0,3
Do not bring me your successes; they weaken me. Bring me your problems; they strengthen me. - Anonymous,1,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.3964591324329376,0.349016934633255,0.15488693118095398,0.06558350473642349,0.034053489565849304,0,0,0,18
@danpricepl The greatest danger in times of turbulence is not the turbulence; it is to act with yesterday's logic. - Peter Drucker,1,P,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.3488966226577759,0.27583688497543335,0.2263372540473938,0.10756081342697144,0.04136841371655464,0,1,0,22
my dad has thought I've plagiarized all my essays I've written this year smh he doesn't think I'm smart and it's so funny,1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.6294947862625122,0.20891427993774414,0.11026766151189804,0.029689539223909378,0.021633761003613472,0,0,0,23
@LarryColl Be like a postage stamp stick to one thing until you get there. - Josh Billings,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3268219530582428,0.27335217595100403,0.17412996292114258,0.1596846580505371,0.06601126492023468,0,1,0,17
@Polina_Kovalyva you're awesome,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6200854778289795,0.25941377878189087,0.046612754464149475,0.040879759937524796,0.03300824016332626,0,1,0,3
@Divan_Geyser48 !,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.40443137288093567,0.20655931532382965,0.1561395227909088,0.11865398287773132,0.11421580612659454,0,1,0,2
BRRRRUUUUUHHHHHHH,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.22819116711616516,0.21088069677352905,0.20665788650512695,0.19099697470664978,0.16327324509620667,0,0,0,1
RT @MahmudKullane: Fast7's trailer looks like it demands you to leave your common sense and reasoning at the door grab popcorn &amp; enjoy the…,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.32134926319122314,0.2899113595485687,0.22666695713996887,0.1273983269929886,0.034674081951379776,0,1,1,24
Persistent questioning and healthy inquisitiveness are the first requisite for acquiring learning of any kind. - Gandhi,1,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3645569384098053,0.24490384757518768,0.18605926632881165,0.14527961611747742,0.059200357645750046,0,0,0,17
am a rain drop falling for you my love! ladys tell me do you buy that vybe coz ts awqward in sudan,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3093903064727783,0.27658605575561523,0.2161559760570526,0.10744217038154602,0.090425506234169,0,0,0,22
“@SweetieJenGee: Did y'all see the Twitter update???”,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.500862717628479,0.1581820845603943,0.1413082778453827,0.12794631719589233,0.07170061022043228,0,1,0,7
Why does pitbull still make music,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.763339638710022,0.14617490768432617,0.050245702266693115,0.02107134275138378,0.0191684290766716,0,0,0,6
*??????????????LOL team???????�,1,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.39717745780944824,0.26335787773132324,0.22690677642822266,0.06831416487693787,0.0442437119781971,0,0,0,2
@hannah_davis_33 Persistent people begin their success where others end in failure. - Edward Eggleston,1,NEU,DISAGREEMENT,OBJECTIVE,84,IRONIC,0.5510454177856445,0.2801564335823059,0.0843723863363266,0.05206199362874031,0.03236375004053116,0,1,0,14
I feel like if someone can't say what they have to say to my face why let it bother me? What people say or think of me does not concern me??,1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.6893811225891113,0.195979043841362,0.10608375072479248,0.0065663717687129974,0.001989732962101698,0,0,0,31
@ta_kunkun @uskez ついでだから下の名前も晒しますかwwwwwwwwww,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3592759966850281,0.22210043668746948,0.16818319261074066,0.15085312724113464,0.09958719462156296,0,2,0,3
Every action has its pleasures and its price. - Socrates,1,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3133940100669861,0.258952796459198,0.2417987585067749,0.10280593484640121,0.08304845541715622,0,0,0,10
@vineexp The important thing is not to stop questioning. Curiosity has its own reason for existing. - Albert Einstein,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5330122709274292,0.21443745493888855,0.18478849530220032,0.05912289023399353,0.008638872765004635,0,1,0,19
A person can succeed at anything for which there is enthusiasm. - Charles M. Schwab,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2936513423919678,0.24520935118198395,0.2070530354976654,0.15368741750717163,0.10039890557527542,0,0,0,15
@AlRodriguezJr nice...,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.36245355010032654,0.18821102380752563,0.177267387509346,0.15599489212036133,0.11607310175895691,0,1,0,2
No updates yet about the music video? :(,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.669185221195221,0.2224005162715912,0.08255691826343536,0.014257621020078659,0.011599707417190075,0,0,0,8
HERES WHY YOU SHOULD BECOME A MEMBER OF BIGG BOY MANAGEMENT===&gt; http://t.co/uUsrewnSwy,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.6088400483131409,0.18111178278923035,0.17755679786205292,0.027202172204852104,0.005289190914481878,1,0,0,12
@ToniThrower NICE,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3793295919895172,0.20968887209892273,0.16684526205062866,0.1255301982164383,0.1186060905456543,0,1,0,2
@faketaeyeonrawr wow,1,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.40553462505340576,0.16343483328819275,0.15570111572742462,0.14926943182945251,0.12605997920036316,0,1,0,2
@idekmatthew you're awesome,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5494593381881714,0.30641934275627136,0.04946552962064743,0.04934438318014145,0.04531135410070419,0,1,0,3
im a loyal ass bestfriend cause if you dont like someone neither do i .,1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.47474217414855957,0.40659546852111816,0.06039940565824509,0.03269775211811066,0.025565214455127716,0,0,0,15
my best friend &gt; your best friend,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4503808915615082,0.3595770299434662,0.11731383204460144,0.04745066910982132,0.025277620181441307,0,0,0,7
MY EYES ARE TEARING BC I'M SO TIRED AND SO EMOTIONAL AT THE SAME TIME,1,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.6386037468910217,0.29342788457870483,0.03435879573225975,0.017526812851428986,0.016082698479294777,0,0,0,15
???? Flow ?????,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5270878076553345,0.1642782986164093,0.13217172026634216,0.11610571295022964,0.060356505215168,0,0,0,3
today I'm going to hamburg.... alone.,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4201633930206299,0.2574955224990845,0.1592269241809845,0.11792165040969849,0.04519253224134445,0,0,0,6
Music on. Tears out.,1,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.46527552604675293,0.1827070713043213,0.14575695991516113,0.13088060915470123,0.0753798559308052,0,0,0,4
@Tya_Matsime_ you're awesome,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.708495020866394,0.1645977795124054,0.04815126955509186,0.04173048585653305,0.03702545166015625,0,1,0,3
One of the worst nights i've had in a while,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6736371517181396,0.14021679759025574,0.07114369422197342,0.06461197137832642,0.05039039999246597,0,0,0,10
You should be asking ME this!,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.6814295649528503,0.16132304072380066,0.0848337858915329,0.05315977707505226,0.01925385370850563,0,0,0,6
Absolutely amazing things happen when you believe. - Frederique Murphy,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5020764470100403,0.29521048069000244,0.1004711166024208,0.05300842225551605,0.049233559519052505,0,0,0,10
(OVer:38),1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5146387815475464,0.42412593960762024,0.035320401191711426,0.016269013285636902,0.009645814076066017,0,0,0,1
FIND OUT ABOUT THE SEXY @MISS__E  HERE =&gt; http://t.co/fr58ITQpXg BOOK HER 2 HOST YOUR NEXT EVENT #RADIOPERSONALITY #VJ #MODEL,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5261214375495911,0.17560192942619324,0.13709934055805206,0.09209710359573364,0.0690801665186882,1,1,0,19
SUBSCRIBE TO #BIGGBOYMANAGEMENT #YOUTUBE ==&gt; http://t.co/EITS5cFKVx #ROCK #RNB #HIPHOP #SOUL #GOTMANAGEMENT #LETSNETWORK,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4652719795703888,0.24156880378723145,0.14551930129528046,0.1076141744852066,0.04002571478486061,1,0,0,12
@lionforreal321 awsome,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.33231687545776367,0.2146967053413391,0.18614649772644043,0.1415424942970276,0.1252974271774292,0,1,0,2
“@KEMiistryy: @kiddklassik God is good ain't he ? ,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4279788136482239,0.3089609146118164,0.13061238825321198,0.07833392173051834,0.05411389470100403,0,2,0,8
@kmarieeee hey,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3539087772369385,0.19416190683841705,0.1805209219455719,0.14030900597572327,0.1310993731021881,0,1,0,2
@NataliThanou You are what you think about all day long. - Dr. Robert Schuller,1,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3306156396865845,0.24534650146961212,0.21751394867897034,0.10702891647815704,0.0994950383901596,0,1,0,14
im super sensitive when it comes to music,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5511444807052612,0.16541819274425507,0.13451841473579407,0.10122137516736984,0.04769759252667427,0,0,0,8
Music Is My Escape Forreal  Idk Why i Be Abandoning It ????,1,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.42775312066078186,0.2891651690006256,0.2471260130405426,0.024182040244340897,0.011773645877838135,0,0,0,12
@DerickDiiamonds you need a vip account from #TALNTS,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3765281140804291,0.2436102032661438,0.15246689319610596,0.11523415148258209,0.11216065287590027,0,1,0,8
If the red wings can't win the cup this year I hope the blues do,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.6965622901916504,0.17519830167293549,0.08607466518878937,0.03874855488538742,0.0034161722287535667,0,0,0,15
Better yet: have sex with someone listening to sex music,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3215397298336029,0.3125183582305908,0.16116301715373993,0.1215553879737854,0.08322349935770035,0,0,0,10
@DJAUSAR hi,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.28253090381622314,0.21716007590293884,0.19294588267803192,0.16495643556118011,0.14240673184394836,0,1,0,2
@VillainAbsol Tom handed Darkburn a cupcake made especially for him it had Absol colored frosting. I made one for each of my friends!,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4197591543197632,0.39203810691833496,0.10334904491901398,0.05109050124883652,0.03376316651701927,0,1,0,23
@JaelynGoodloe f4f please!,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2940278649330139,0.244339257478714,0.18716511130332947,0.16106128692626953,0.1134064719080925,0,1,0,3
FIND OUT ABOUT THE GROUP @STREETZGOTAPROBLEM HERE==&gt; http://t.co/h3kQEPbbms #RAPPERS #PERFORMERS #BIGGBOYMANAGEMENT #RAPGROUP,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.39653822779655457,0.3704206943511963,0.11479097604751587,0.10094932466745377,0.0173007994890213,1,1,0,12
Whoever is playing their fucking music so damn loud is ANNOYING. Fuckheads.,1,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.982853889465332,0.014209829270839691,0.0018112462712451816,0.0006380373379215598,0.00048704660730436444,0,0,0,12
Do not wait for leaders; do it alone person to person. - Mother Teresa,1,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.6289069652557373,0.19795352220535278,0.0852479636669159,0.046074315905570984,0.04181725159287453,0,0,0,14
@_mySheriamour awsome,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.318289577960968,0.2117987424135208,0.17376874387264252,0.15798871219158173,0.13815420866012573,0,1,0,2
looking back on our convo  i kinda missed how we were but  nothing really ever goes the way we want it huh .,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6989315748214722,0.11895406246185303,0.08261518180370331,0.06885118037462234,0.030647985637187958,0,0,0,23
We've all got issues in life. You make the most of what you can do.  - Jason Smyth,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.31335121393203735,0.27708113193511963,0.21473798155784607,0.12009716778993607,0.07473254203796387,0,0,0,18
Got hung up on�. dont really know why� dont even know if I care.,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2841576337814331,0.27255433797836304,0.23697954416275024,0.17890998721122742,0.027398526668548584,0,0,0,14
@Syaiful_001 you need a vip account from #TALNTS,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3889191746711731,0.31639784574508667,0.11778883635997772,0.08897025138139725,0.08792386204004288,0,1,0,8
@Zoey_ISF nice...,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.6196945309638977,0.14825138449668884,0.10935094207525253,0.0688876062631607,0.053815484046936035,0,1,0,2
@xcookieassassin Failures are finger posts on the road to achievement. - C. S. Lewis,1,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3657558560371399,0.2701587677001953,0.20739072561264038,0.11196999251842499,0.04472462832927704,0,1,0,14
@Lastfromythfear A year from now you may wish you had started today. - Karen Lamb,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.46298956871032715,0.2277890145778656,0.18347564339637756,0.09147568792104721,0.03427008166909218,0,1,0,15
@BartekRolek you're awesome,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5494593381881714,0.30641934275627136,0.04946552962064743,0.04934438318014145,0.04531135410070419,0,1,0,3
Baby . We were the best,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.45698314905166626,0.33654195070266724,0.09785991907119751,0.08812946081161499,0.020485546439886093,0,0,0,6
Everything comes to him who hustles while he waits. - Thomas Edison,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.33910882472991943,0.3039272725582123,0.15532444417476654,0.12525887787342072,0.07638057321310043,0,0,0,12
#LoveLIFE,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.2352764904499054,0.22253014147281647,0.20379430055618286,0.1715155839920044,0.1668834686279297,0,0,0,1
@jadebatmanclyro amazing,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3723205327987671,0.2658001184463501,0.15150144696235657,0.11101559549570084,0.09936228394508362,0,1,0,2
@HeyImAdam nice,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3793295919895172,0.20968887209892273,0.16684526205062866,0.1255301982164383,0.1186060905456543,0,1,0,2
Some people put walls up not to keep people out but to see who cares enough to knock them down. - Socrates,1,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.7204773426055908,0.22306060791015625,0.02564050815999508,0.01760607771575451,0.013215488754212856,0,0,0,22
@lovegagaxo Think big thoughts but relish small pleasures. - Jackson Brown,1,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.38025856018066406,0.28091681003570557,0.22970366477966309,0.0669950321316719,0.04212586209177971,0,1,0,11
@PumatheCreator Do not wait for leaders; do it alone person to person. - Mother Teresa,1,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.6159172654151917,0.17344152927398682,0.08964239060878754,0.06961295753717422,0.05138587951660156,0,1,0,15
@KeiFxSweaT It does not matter how slowly you go so long as you do not stop. - Confucius,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.7878352403640747,0.16235852241516113,0.03467867523431778,0.007874267175793648,0.007253366522490978,0,1,0,18
I have to plan a set but I also want to lie on the floor and listen to all the whiny pop punk I can handle #struggle,1,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5171622037887573,0.2762499749660492,0.07549019157886505,0.0693546012043953,0.06174295023083687,0,0,0,27
@FamosiitoPoow you need a vip account from #TALNTS,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3765281140804291,0.2436102032661438,0.15246689319610596,0.11523415148258209,0.11216065287590027,0,1,0,8
You cannot change your destination overnight but you can change your direction overnight. - Jim Rohn,1,N+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.33875536918640137,0.2924901843070984,0.2356770783662796,0.11783725023269653,0.015240086242556572,0,0,0,16
Aim for the moon. If you miss you may hit a star. William Clement Stone,1,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.42811691761016846,0.2813376486301422,0.1478966325521469,0.10709724575281143,0.0355515256524086,0,0,0,15
RT @Just_Carter_: I haven't talked to Malik Alexander Price in years @FollowThe_MAP,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.40943443775177,0.389401376247406,0.08367075026035309,0.05986820161342621,0.05762522295117378,0,2,1,12
I needa make a run to micheals in the am ??  then go whip up the work ??,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3777657151222229,0.33135339617729187,0.17748181521892548,0.066564179956913,0.046834904700517654,0,0,0,18
so out of uniform went good my butt looked cute and i got compliments then i went to the mall where there were no cute boys,1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.7818132638931274,0.073759526014328,0.07112017273902893,0.05441596359014511,0.018891029059886932,0,0,0,26
#20ReasonsWhyWeLoveJustin The way how he doesnt care what the media says he stays focused on his music.,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4097967743873596,0.25241151452064514,0.14332681894302368,0.09817420691251755,0.09629064798355103,0,0,0,17
@Rick_IZ If a window of opportunity appears don't pull down the shade. - Tom Peters,1,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.30818843841552734,0.24786078929901123,0.20333975553512573,0.1544303447008133,0.0861806720495224,0,1,0,15
So das war ein schöner Tag auf #quitter Aber jetzt muss ich noch was tun. #quoff,1,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.33205854892730713,0.24308952689170837,0.22523033618927002,0.11811847984790802,0.08150311559438705,0,0,0,16
my siblings are very annoying and sometimes i feel like i wanna throw them in the rubbish -.-,1,N+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.922139048576355,0.06747735291719437,0.007932539097964764,0.0017141415737569332,0.0007369898958131671,0,0,0,18
@LOUDMATOME By failing to prepare you are preparing to fail. - Benjamin Franklin,1,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4776880443096161,0.2873047888278961,0.12482821196317673,0.06038881093263626,0.049790121614933014,0,1,0,13
Don't you hate when you ask someone where they are and they tell you what they're doing? Like I'm supposed to know where you tie your shoes.,1,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.8191839456558228,0.12950710952281952,0.041135720908641815,0.007331100758165121,0.0028421382885426283,0,0,0,27
RT @mensheaIthh: WOW! Want These CRAZY Results?! Get Your FREE Trial Of The HEALTHY Pill The NFL Wants To Ban! http://t.co/w8AbqlTXRl http:…,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.4542877674102783,0.35192951560020447,0.11421002447605133,0.05884438008069992,0.020728277042508125,1,1,1,22
Let us so live that when we come to die even the undertaker will be sorry. - Mark Twain,1,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.5697885751724243,0.18061362206935883,0.11088012158870697,0.10547863692045212,0.033239059150218964,0,0,0,19
@FCChamberMusic !,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3415418565273285,0.2261665165424347,0.1871422976255417,0.13266253471374512,0.1124868169426918,0,1,0,2
@CallyandConX very cool,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3227851986885071,0.20931163430213928,0.17130152881145477,0.15259526669979095,0.1440064013004303,0,1,0,3
She is 4 in 3 weeks... Time flies man.,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.3725994825363159,0.2661113739013672,0.1514047533273697,0.13543567061424255,0.07444875687360764,0,0,0,9
seeing hot people when I look like a dying chicken is a really unfortunate event,1,N+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.5257391929626465,0.17739661037921906,0.14736199378967285,0.08096188306808472,0.06854034960269928,0,0,0,15
When I don't try to dress cute af I look cute af and when I try to dress cute af I still look cute af,1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.5975399613380432,0.24669891595840454,0.09117388725280762,0.04002295434474945,0.024564269930124283,0,0,0,25
*bot,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.21163243055343628,0.21125909686088562,0.2094145268201828,0.18976899981498718,0.17792490124702454,0,0,0,1
I don't have anything to do till music core,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.4267129600048065,0.23266011476516724,0.1752275824546814,0.12531928718090057,0.04008008539676666,0,0,0,9
JUST DIRTY: PVAMU Homecoming X-RATED! http://t.co/v4pEw4brpZ,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.44869136810302734,0.3414701223373413,0.13374866545200348,0.07278744876384735,0.0033024041913449764,1,0,0,6
@_stevaloosky nice...,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2835252583026886,0.21346446871757507,0.18681257963180542,0.17272824048995972,0.1434694081544876,0,1,0,2
God never sends us more than we can handle. - Mother Theresa,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.5112043619155884,0.29971835017204285,0.09961463510990143,0.05913473665714264,0.030327968299388885,0,0,0,12
where's the fun in not dressing up for a themed event?,1,P,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.3594726622104645,0.28733789920806885,0.1493566334247589,0.13285493850708008,0.0709778368473053,0,0,0,11
@DebitMusic very cool,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3227851986885071,0.20931163430213928,0.17130152881145477,0.15259526669979095,0.1440064013004303,0,1,0,3
@alex_aumick26 No wise man ever wished to be younger. - Jonathan Swift,1,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.6023623943328857,0.27281078696250916,0.052292779088020325,0.048573680222034454,0.023960379883646965,0,1,0,12
#CoffeeEvenings let this evening be one of the best. Looking forward to make an outstanding eve.,1,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.7358684539794922,0.1464315801858902,0.06877031922340393,0.037900276482105255,0.011029437184333801,0,0,0,16
Finally relaxin in my bed. Goodnight y'all.,1,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.6474687457084656,0.1447267234325409,0.10822203755378723,0.07067157328128815,0.028910920023918152,0,0,0,7
Gotta listen to mad Bieber music today,1,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.2878037691116333,0.24332968890666962,0.22267697751522064,0.20037612318992615,0.045813411474227905,0,0,0,7
Ambition has one heel nailed in well though she stretch her fingers to touch the heavens. - Lao Tzu,1,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.3097969889640808,0.233750581741333,0.23279857635498047,0.19858591258525848,0.02506796270608902,0,0,0,19
